,User,Date Created,Number of Likes,Source of Tweet,Tweet,Polarity,Emotion
371,lsaedu,2019-12-29 16:39:12+00:00,0,Twitter for iPhone,"Suicide First Aid (SFA) Understanding Suicide Intervention recommended for healthcare providers, goverment and public dector workers, social care and community members. Register now through our website 22215622 Ext 627  51012111 Info.ac","{'neg': 0.214, 'neu': 0.667, 'pos': 0.119, 'compound': -0.7184}",Negative
372,Mercer_US,2019-12-29 16:30:14+00:00,0,Khoros Publishing,"Growth in US healthcare employment is poised to explode over the next decade, but will healthcare providers be able to find enough workers to fill these roles? WEF20 health recruiting","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",Positive
373,hillcommacolee,2019-12-29 16:24:22+00:00,1,Twitter for Android,The amount of people that I have to ask not to breathe directly into my face when I'm auscultating their breath sounds is astounding. HEALTHCARE WORKERS ARE PEOPLE TOO AND WE DON'T WANT THE FLU.,"{'neg': 0.046, 'neu': 0.81, 'pos': 0.144, 'compound': 0.5806}",Positive
374,lolatayo01,2019-12-29 16:17:52+00:00,1,Twitter for Android,"Traffic , you are right sir. Saving lives is the greatest service to humanity, hence healthcare workers shouldn't be a victim at all. We as people should rise against such barbaric acts. Beside, all the vulnerables should be protected. Its insane when healthcare workers are abd","{'neg': 0.041, 'neu': 0.823, 'pos': 0.136, 'compound': 0.7363}",Positive
375,s0ykaf,2019-12-29 16:14:06+00:00,2,Twitter Web App,"i'm brazilian and very aware of unimed, i used their insurance until a few years ago ) only a tiny fraction of the population - those who can pay - has access to it however, SUS - our socialized healthcare system - is universal and tends to the VAST majority of workers","{'neg': 0.027, 'neu': 0.916, 'pos': 0.057, 'compound': 0.3818}",Positive
376,CarlPerspective,2019-12-29 16:09:31+00:00,0,Twitter Web App,"Jesus Christ, listening to these workers talk about the TENS OF THOUSANDS of dollars they're paying for healthcare and deductibles is absolutely jaw dropping. No where else in the world is healthcare so fucking corrupt, upside-down, and profit-before-people by design.","{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.3535}",Negative
377,ValorieAMS,2019-12-29 16:00:45+00:00,0,Twitter for Android,"When corporations pay their fair share and pay their workers a living wage, the only money pot that is not benefited is the profit of the company. It's why insurance should have never become for profit. Ins $$ HAD to be spent on healthcare in the past.","{'neg': 0.052, 'neu': 0.758, 'pos': 0.19, 'compound': 0.8176}",Positive
378,LAmag,2019-12-29 16:00:03+00:00,1,Buffer,It was announced last Tuesday morning that the two sides had hammered out a three-year contract that gave workers a 25 percent wage increase and a 50 percent decrease in healthcare costs.,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3182}",Positive
379,bguthrie1968,2019-12-29 15:57:29+00:00,0,Twitter for iPhone,Youve admitted that your Medicare for all plan would cost some healthcare workers their jobs. So with the aging population we dont need fewer healthcare workers. Hard Pass on Sanders who is even a true Democrat just an Independent.,"{'neg': 0.034, 'neu': 0.865, 'pos': 0.101, 'compound': 0.4215}",Positive
380,coopersmyboy,2019-12-29 15:54:42+00:00,1,Twitter for iPhone,"Bitch and whine about a problem, have no solution or ideas. Typical republican response to everything. Wheres your Dear leaders plans for healthcare fix, money for wall, gun violence, prescription drug costs, saving coal &amp; steel workers(mass layoffs happening) etc..?All talk","{'neg': 0.307, 'neu': 0.608, 'pos': 0.085, 'compound': -0.9153}",Negative
381,JesseJaeHoon,2019-12-29 15:33:20+00:00,1,Twitter Web App,"James deserves a better job than denying sick people the care they need. Under MedicareForAll, we'll help him and other displaced healthcare workers transition into a better industry. Props to for  as per usual  being honest about it.","{'neg': 0.11, 'neu': 0.6, 'pos': 0.29, 'compound': 0.8519}",Positive
382,PSLchicago,2019-12-29 15:27:48+00:00,5,TweetDeck,Solidarity with striking healthcare workers in California! KaiserDontDeny,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3595}",Positive
383,Michiganbob54,2019-12-29 15:20:25+00:00,0,Twitter for Android,I am still waiting for the Stampede of Companies wanting to bring manufacturers back to America..First we have to look at why they left in the first place.. They wanted more profit Lower wages No healthcare Didn't have to pay SSI or workers comp China did not steal,"{'neg': 0.132, 'neu': 0.742, 'pos': 0.126, 'compound': -0.0929}",Negative
384,tobeselfevident,2019-12-29 15:11:10+00:00,0,Twitter for iPhone,"such a focus on jobs for jobs sake. we want jobs resulting in effective health care outcomes for all. the real story if healthcare companies need more workers to administer their private plans than MedicareForAll would, thats telling of which is more cost effective.","{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.8658}",Positive
385,naslacker,2019-12-29 15:07:39+00:00,0,Twitter for iPad,"Dear 1 GASP that is a lot of money, how dare we try to pay for a program instead of debt 2 Most workers already have a line on their paycheck for healthcare, this new line would replace it. For once in your life try to be honest instead of spewing GOP fear.","{'neg': 0.118, 'neu': 0.783, 'pos': 0.098, 'compound': -0.0516}",Negative
386,AstroNat90,2019-12-29 15:04:07+00:00,0,Twitter Web App,Homelessness rose in the U.S. yet again in 2019. Cost of living increased faster than real wages. Workers lost their healthcare coverage in retaliation for striking. There were 423 mass shootings in the u.s. in the last 363 days. And then there's climate change.,"{'neg': 0.049, 'neu': 0.907, 'pos': 0.044, 'compound': -0.0516}",Negative
387,cookiris14,2019-12-29 15:00:34+00:00,9,Twitter for Android,"Finland has spent 250m creating new homes and hiring 300 extra support workers. But a recent study showed the savings in emergency healthcare, social services and the justice system totalled 15,000 a year for every homeless person in supported housing","{'neg': 0.07, 'neu': 0.702, 'pos': 0.227, 'compound': 0.765}",Positive
388,donaldjfun,2019-12-29 14:45:31+00:00,15,Twitter for iPhone,+ I believe you should be able to start your own business without worrying about the healthcare of your family. I believe you should not be a slave to your employers benefits I believe even low payed and part time workers deserve healthcare.,"{'neg': 0.049, 'neu': 0.842, 'pos': 0.108, 'compound': 0.3687}",Positive
389,vijayashankara,2019-12-29 14:41:59+00:00,0,Twitter for iPhone,Ministry of health and family welfare Declare hospitals as special zones to prevent violence against healthcare workers - Sign the Petition! via,"{'neg': 0.156, 'neu': 0.709, 'pos': 0.135, 'compound': -0.3802}",Negative
390,JimmyRamokgopa,2019-12-29 14:31:46+00:00,6,Twitter for Android,"Spring I think people don't want to relocate to the deep rurals, where there is a real shortage. Could be wrong. But there was a similar issue with healthcare workers.","{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.3941}",Negative
391,ChrisCohoe,2019-12-29 14:31:26+00:00,2,Twitter for Android,"If you ignore the teachers being layed off, 7000+ healthcare workers being cut, increased school fees, bus fees, post secondary fees and the caps on future funding.","{'neg': 0.136, 'neu': 0.801, 'pos': 0.062, 'compound': -0.3612}",Negative
392,klasaaa,2019-12-29 14:03:48+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and...","{'neg': 0.076, 'neu': 0.871, 'pos': 0.053, 'compound': -0.2023}",Negative
393,klasaaa,2019-12-29 14:01:46+00:00,1,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and...","{'neg': 0.076, 'neu': 0.871, 'pos': 0.053, 'compound': -0.2023}",Negative
394,klasaaa,2019-12-29 13:59:27+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and or...","{'neg': 0.074, 'neu': 0.874, 'pos': 0.052, 'compound': -0.2023}",Negative
395,liri57954853,2019-12-29 13:45:56+00:00,0,Twitter for iPhone,"Rolling back environmental laws,defunding education, elimination of any viable healthcare, and taking money from Muddle class workers to give to the rich is tearing this country down, just as Putin wants it to be. A vote for trump is a vote for Putin.","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5574}",Positive
396,Jessieeox,2019-12-29 13:44:54+00:00,7,Twitter for iPhone,Im so happy all the tweets of retail workers and healthcare workers killing eachother over Christmas hours are coming to an end,"{'neg': 0.155, 'neu': 0.704, 'pos': 0.141, 'compound': -0.1045}",Negative
397,JusticeInMed,2019-12-29 12:08:34+00:00,4,Twitter for iPhone,salles But blaming the victim is soooooo much easier than investigating systemic assumptions and theories that are failing healthcare workers and patients. ,"{'neg': 0.334, 'neu': 0.557, 'pos': 0.109, 'compound': -0.8271}",Negative
398,Greenar31938645,2019-12-29 11:43:14+00:00,0,Twitter for Android,"Honestly you are probably right, but I wasn't saying that they do start early for them, just that it's a convenience for healthcare workers that they do start early cause of there busy work lives","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.25}",Positive
399,klasaaa,2019-12-29 11:14:24+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and...","{'neg': 0.076, 'neu': 0.871, 'pos': 0.053, 'compound': -0.2023}",Negative
400,AnkurGuptaMD,2019-12-29 11:12:29+00:00,1,Twitter for iPhone,The decision to do or not do CPR or whether its appropriate is a complex one and definitely not put on healthcare workers especially when they dont even know the patient in an out-of-hospital cardiac arrest. That burden lies with society and with patient and family themselves.,"{'neg': 0.148, 'neu': 0.803, 'pos': 0.049, 'compound': -0.6597}",Negative
401,dshirlaw,2019-12-29 11:10:37+00:00,0,Twitter Web App,lothianbuses Helping healthcare workers planning their journey to and from work over the next few nights may be more helpful. At the moment it looks like many of them will be walking.,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.7778}",Positive
402,dshirlaw,2019-12-29 11:05:20+00:00,3,Twitter Web App,Lets not forget all the healthcare workers at two of the largest hospitals who will be unable to get to / from work over the next few nights. Its a nightmare trying to get any information at all.,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.1695}",Positive
403,klasaaa,2019-12-29 11:03:06+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and...","{'neg': 0.076, 'neu': 0.871, 'pos': 0.053, 'compound': -0.2023}",Negative
404,klasaaa,2019-12-29 10:57:19+00:00,0,EveryoneSocial,"This article written several years ago is worth reading again. Healthcare workers in cardiac catheterization labs may have higher odds than workers elsewhere for health problems including cataracts, skin lesions, cancers and or...","{'neg': 0.074, 'neu': 0.874, 'pos': 0.052, 'compound': -0.2023}",Negative
405,nkimanga,2019-12-29 10:51:11+00:00,0,Twitter Web App,"omwaniki Next time when doctors and other healthcare workers from a xounty for example can all Kenyans there join them including police and march to county offices, caml there till all healthcare services are fixed to a respectable standard","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.6249}",Positive
406,CMArchibald,2019-12-29 10:49:05+00:00,0,Twitter Web App,"Notice how he zeroes in on the *startling* admission that transitioning our healthcare industry will displace jobs, while completely ignoring that both the House and Senate bills have fully accounted for that outcome in a way that *protects workers*. Do better, .","{'neg': 0.067, 'neu': 0.869, 'pos': 0.065, 'compound': -0.024}",Neutral
